IdDeposito;D_IdVeicolo;D_IdUtilizzatore;D_IdAnagrafica;D_IdSchedaLavoro;Quantita;Misura;Modello;Km;Ant_mm;Post_mm;Invernali;Estive;Complete;AllSeason;Prenotazione;AnnoPrenotazione;Note;Data;Probabile_Nostre;Pdv;D_Targa;Appuntamento_Data;Appuntamento;Ora;Pdv_Appuntamento;Fila;DataRinnovo;Posizione;Rimontate;Data_Rimontate;No_Deposito;Nostre;Inviato;Data_Email;D_InseritoData;Inventariato;Note_Inventario;D_ModificatoData;Aggiunta;D_Stato;IdRinnovo;D_ArtCodice;D_ArtCodicePost;D_CarVel;D_CarVelPost;D_MisuraPost;D_Quantita_Post;D_Modello_Post;D_QtaTotale;D_MisuraComplessiva;D_ModelloComplessivo;Chiusura;Telefonata;D_ModificatoPdv;D_ModificatoNome;D_InseritoPdv;D_InseritoNome;D_DataRitiro;D_TipiInvioEmail;D_ListaInvioUltimoInvio;D_DotAnt;D_DotPost;DaPagare;D_Deposito;D_Estive_Invernali_Finite;D_Porta_Via;D_FiniteConserva;D_Firmato_FM;D_NotizieCliente;StatoCerchiQta;StatoCerchiNote;DaRigenerare;NoteInvioSmsEmail;D_TipoDepositoR1;D_TipoDepositoR2;D_DataInventario;CaricatePerMagazzino;DataCaricatePerMagazzino;DataRimandato;D_FirmatoRitiro_FM;D_InvioEmailDeposito;D_InvioEmailPortaVia;D_InvioEmailSmaltimento;D_TipoAppuntamento;Dalle;Alle;D_NotizieClienteDett
251693;220818;null;155058;541247;4;2155518;XL 4SEASONS  GT RADIAL M+S;26443;0;null;False;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG2;GM931MX;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 18:11:57;False;CHIUSO;17/06/2025 18:12:40;null;C;null;2155518-GTR-10881121;;99V;null;null;null;null;0;;;0x000000004E0E9922;null;BG2;Bg2_Ponte3;BG2;Bg2_Ponte3;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;17/06/2025;null;null;null;null
251692;220619;null;154906;541240;2;1756514;XL EcoContact 6  CONTINENTAL EVc;59642;2;null;False;True;null;False;null;null;null;17/06/2025 00:00:00;null;BG4;FJ976YL;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:39:29;False;CHIUSO;17/06/2025 17:40:10;null;C;null;1756514-CON-0311248;;86T;null;null;null;null;0;;;0x000000004E0E95EF;null;BG4;AndreaMonari;BG4;AndreaMonari;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251691;91284;null;39165;541225;4;2055516;CINTURATO WINTER 2  PIRELLI;190000;1,5;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG3;FH469NP;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:36:25;False;CHIUSO;17/06/2025 17:36:34;null;C;null;2055516-PIR-3931100;;91H;null;null;null;null;0;;;0x000000004E0E9668;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;17/06/2025;null;null;null;null
251690;200481;null;26062;541237;2;2156517;PRIMACY 4  MICHELIN MO;18617;0;null;null;True;null;null;null;null;null;17/06/2025 00:00:00;null;BG1;GV948ZG;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:36:07;False;CHIUSO;17/06/2025 17:36:11;null;C;null;2156517-MIC-421991;null;99V;null;null;null;null;0;;;0x000000004E0E9563;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251689;205575;null;92759;541232;4;1956515;XL POWERGY WINTER  PIRELLI;10400;5;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG3;GR568LZ;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:26:16;False;null;17/06/2025 17:26:27;null;A;null;1956515-PIR-4565900;;95H;null;null;null;null;4;1956515;XL POWERGY WINTER  PIRELLI;0x000000004E0E946F;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;null;null;null;null;null;null;null
251688;155512;null;43503;541231;4;2355517;XL SCORPION WINTER  PIRELLI;251978;0;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG2;FG738YA;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:24:36;False;CHIUSO;17/06/2025 17:25:00;null;C;null;2355517-PIR-2267200;;103V;null;null;null;null;0;;;0x000000004E0E94CE;null;BG2;Bg2_Ponte3;BG2;Bg2_Ponte3;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;17/06/2025;null;null;null;null
251687;122340;null;176;541228;4;2255018;XL CELSIUS AS2  TOYO;196794;1;null;False;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG6;GC303KA;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:16:58;False;CHIUSO;17/06/2025 17:17:19;null;C;null;2255018-TOY-3859300;;99W;null;null;null;null;0;;;0x000000004E0E935D;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251686;159035;null;110479;541227;4;1756515;ENERGY SAVER  MICHELIN *;98786;2;null;False;True;null;False;null;null;null;17/06/2025 00:00:00;null;BG7;FM892FA;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:14:46;False;CHIUSO;17/06/2025 17:15:17;null;C;null;1756515-MIC-817598;;84H;null;null;null;null;0;;;0x000000004E0E9303;null;BG7;Bg7_Officina;BG7;Bg7_Officina;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251685;220747;null;88109;541221;4;null;EFFICENT GRIP CARGO;46625;1;null;null;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG5;GG476XF;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 17:06:10;False;CHIUSO;17/06/2025 17:07:04;null;C;null;2156516-GOODYEAR;;null;null;null;null;null;null;null;null;0x000000004E0E9204;null;BG5;Bg5_Officina1;BG5;Bg5_Officina1;null;null;null;1321;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251684;89005;null;1476;541216;4;2256516;AGILIS +  MICHELIN;252647;1;null;False;True;null;False;null;null;null;17/06/2025 00:00:00;null;BG1;FV472BW;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 16:42:16;False;CHIUSO;17/06/2025 16:42:35;null;C;null;2256516-MIC-736765;;112/110R;null;null;null;null;0;;;0x000000004E0E9014;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251683;153292;null;106806;541215;4;2354519;XL PILOT ALPIN 5  MICHELIN;95079;1;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG6;GK968SB;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 16:40:21;False;CHIUSO;17/06/2025 16:40:59;null;C;null;2354519-MIC-841313;;99V;null;null;null;null;0;;;0x000000004E0E9225;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;null;null;null;null;null;null;null;SI;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;17/06/2025;null;null;null;null
251682;136770;null;95008;541017;2;2254517;CINTURATO P7  PIRELLI (KS);98000;4;null;False;True;null;False;null;null;null;17/06/2025 00:00:00;null;BG3;FE421ZE;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 16:16:22;False;null;17/06/2025 16:16:33;null;A;null;2254517-PIR-3782900;;91Y;null;null;null;null;2;2254517;CINTURATO P7  PIRELLI (KS);0x000000004E0E8D40;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;null;null;null;null;null;null;null
251681;204584;null;143107;541211;4;2157015;VANCONTACT WINTER  CONTINENTAL EVc;22166;6;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG7;GS844YT;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 16:14:28;False;null;17/06/2025 16:15:18;null;A;null;2157015-CON-0453130;;109R;null;null;null;null;4;2157015;VANCONTACT WINTER  CONTINENTAL EVc;0x000000004E0E8D16;null;BG7;Bg7_Officina;BG7;Bg7_Officina;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;null;null;null;null;null;null;null
251680;204157;null;16919;541209;4;1955516;XL GOWIN UHP  FORTUNA;17039;5;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG2;GS456MK;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 16:09:17;False;null;17/06/2025 16:10:44;null;A;null;1955516-FO1-FP049860;;91V;null;null;null;null;4;1955516;XL GOWIN UHP  FORTUNA;0x000000004E0E8E1E;null;BG2;Bg2_Ponte3;BG2;Bg2_Ponte3;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;17/06/2025;null;null;null;null;null;null
251679;198507;null;28017;528308;2;2355518;XL EcoContact 6  CONTINENTAL EVc;82000;0;null;null;True;null;null;null;null;null;17/06/2025 00:00:00;null;BG3;GV500ZH;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:53:50;False;CHIUSO;17/06/2025 15:54:11;null;C;null;2355518-CON-0358434;null;104V;null;null;null;null;0;;;0x000000004E0E8AE7;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251678;219990;null;100048;541203;4;null;null;88500;1;null;True;null;null;null;null;null;null;17/06/2025 00:00:00;null;BG3;FW571LZ;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:53:20;False;CHIUSO;17/06/2025 15:53:30;null;C;null;2157516-WATER;null;null;null;null;null;null;null;null;null;0x000000004E0E8AD6;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;0623;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251677;97924;null;154964;541196;2;1955515;MULTISEASON  FIRESTONE;200600;1;null;False;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG6;CP290MD;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:39:42;False;CHIUSO;17/06/2025 15:40:40;null;C;null;1955515-FIR-7978;;85H;null;null;null;null;0;;;0x000000004E0E8B92;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;1319;null;null;null;null;null;null;SI;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251676;220787;null;155034;541195;4;2255518;XL EcoContact 6  CONTINENTAL AO|EVc;36418;1;null;False;True;null;False;null;null;null;17/06/2025 00:00:00;null;BG1;GW252BB;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:35:06;False;CHIUSO;17/06/2025 15:35:44;null;C;null;2255518-CON-0358886;;102Y;null;null;null;null;0;;;0x000000004E0E8994;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251675;181402;null;1972;541192;4;2056016;XL ESKIMO HP 2  SAVA;30000;6;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG4;GP820SY;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:24:13;False;null;17/06/2025 15:25:07;null;A;null;2056016-SAV-531967;;96H;null;null;null;null;4;2056016;XL ESKIMO HP 2  SAVA;0x000000004E0E9648;null;BG4;Bg4_Ponte1;BG4;Bg4_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;17/06/2025 17:46:57;null;XX;null;null;null;null;null;null;null
251674;98558;null;69212;541187;4;1756515;V903  YOKOHAMA;88100;2;null;True;False;True;False;null;null;null;17/06/2025 00:00:00;null;BG6;FR194GR;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:07:39;False;CHIUSO;17/06/2025 15:08:22;null;C;null;1756515-YOK-08640051;;84T;null;null;null;null;0;;;0x000000004E0E869F;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;1018;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA FINITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251673;212423;null;148351;541186;1;2156517;XL CELSIUS  TOYO;163380;8;null;False;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG7;FK473RZ;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 15:04:11;False;CHIUSO;17/06/2025 15:05:29;null;C;null;2156517-TOY-3806900;;99V;null;null;null;null;0;;;0x000000004E0E8647;null;BG7;Bg7_Officina;BG7;Bg7_Officina;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251672;220780;null;155027;541185;2;null;TRANPAT;300734;1;null;null;True;null;null;null;null;null;17/06/2025 00:00:00;null;BG5;DK202WN;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 14:54:29;False;CHIUSO;17/06/2025 14:55:14;null;C;null;1956015-TOYO;;null;null;null;null;null;null;null;null;0x000000004E0E8576;null;BG5;Bg5_Officina1;BG5;Bg5_Officina1;null;null;null;2016;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251671;98941;null;70011;541183;4;1856515;XL WinterContact TS 870  CONTINENTAL EVc;87000;5;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG3;EV981TC;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 14:44:43;False;null;17/06/2025 14:45:17;null;A;null;1856515-CON-0355459;;92T;null;null;null;null;4;1856515;XL WinterContact TS 870  CONTINENTAL EVc;0x000000004E0E8A0D;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;17/06/2025 15:43:12;null;XX;17/06/2025;null;null;null;null;null;null
251670;145737;null;3414;541177;4;2156516;CARRIER  PIRELLI;142701;1;null;False;True;null;False;null;null;null;17/06/2025 00:00:00;null;BG5;GF933ES;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 14:37:13;False;CHIUSO;17/06/2025 14:38:34;null;C;null;2156516-PIR-4347300;;109T;null;null;null;null;0;;;0x000000004E0E840A;null;BG5;Bg5_Officina1;BG5;Bg5_Officina1;null;null;null;0523;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251664;139801;null;99104;541180;2;2255017;XL MULTICONTROL  FULDA M+S;139100;2;null;False;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG3;FP775CK;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 14:36:48;False;CHIUSO;17/06/2025 14:37:52;null;C;null;2255017-FUL-545655;;98V;null;null;null;null;0;;;0x000000004E0E83B9;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251663;70873;null;19426;541178;4;2055516;OB944  TOYO;200190;1;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG1;FM677EA;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 14:35:43;False;CHIUSO;17/06/2025 14:35:53;null;C;null;2055516-TOY-3854400;;91H;null;null;null;null;0;;;0x000000004E0E841A;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;17/06/2025;null;null;null;null
251662;220599;null;154893;541173;2;null;null;49366;1;null;null;True;null;null;null;null;null;17/06/2025 00:00:00;null;BG5;FG202EM;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 14:07:41;False;CHIUSO;17/06/2025 14:33:27;null;C;null;1656014-MARSHAL;;null;null;null;null;null;null;null;null;0x000000004E0E82E1;null;BG5;Bg5_Officina1;BG5;Bg5_Officina1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251661;220412;null;154771;541168;4;1756514;XL LH71 G FIT 4S  LAUFENN M+S;83300;0;null;False;False;null;True;null;null;null;17/06/2025 00:00:00;null;BG3;FK891RZ;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 12:51:36;False;CHIUSO;17/06/2025 12:52:00;null;C;null;1756514-LAU-1027697;;86H;null;null;null;null;0;;;0x000000004E0E7EC1;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251660;99725;null;68591;541155;2;2055516;CINTURATO WINTER 2  PIRELLI;211504;5;1;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG5;FK608SB;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 11:57:02;False;null;17/06/2025 11:59:26;null;A;null;2055516-PIR-3931100;2055516-PIR-3931100;91H;91H;2055516;2;CINTURATO WINTER 2  PIRELLI;2;2055516;CINTURATO WINTER 2  PIRELLI;0x000000004E0E7C5A;null;BG5;Bg5_Officina1;BG5;Bg5_Officina1;null;null;null;3222;2319;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;SMALTITE;null;False;null;null;XX;null;null;null;null;null;null;null
251659;192001;null;132730;540993;4;2055516;XL KRISTALL CONTROL HP 2  FULDA;44000;3;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG4;GR061RV-CCER665;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 11:50:28;False;CHIUSO;17/06/2025 11:52:24;null;C;null;2055516-FUL-531959;;94V;null;null;null;null;0;;;0x000000004E0E7C2F;null;BG4;eugeniosanese;BG4;eugeniosanese;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA;null;null;False;null;null;XX;null;null;null;null;null;null;null
251658;165721;null;115581;541157;4;1955015;WINTEREXPERT  UNIROYAL EVc;149773;6;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG7;EL728KW;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 11:45:42;False;CHIUSO;17/06/2025 11:46:25;null;C;null;1955015-UNI-UO363328;;82H;null;null;null;null;0;;;0x000000004E0E7B73;null;BG7;Bg7_Officina;BG7;Bg7_Officina;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA;null;null;False;null;null;XX;null;null;null;null;null;null;null
251657;171739;null;120076;541154;4;2554021;XL SCORPION WINTER 2  PIRELLI;73638;4;null;True;False;null;False;null;null;null;17/06/2025 00:00:00;null;BG1;GG794XT;null;null;null;null;False;null;null;null;null;null;False;null;null;17/06/2025 11:38:36;False;CHIUSO;17/06/2025 11:38:49;null;C;null;2554021-PIR-4139000;;102V;null;null;null;null;0;;;0x000000004E0E7E74;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA;null;null;False;null;null;XX;null;17/06/2025;null;null;null;null;null
