NomeListino;CifraIn;CifraOut;Margine;Settore;CostoTrasp;CostoTraspBo;TipoListForn;Note;ID;Chiusura
TOP;0.00;30.00;4.00;Vettura;0.00;0.00;72H;null;183;0x0000000368063CA1
TOP;0.00;30.00;5.00;MotoScooter;7.50;4.00;24H;null;184;0x0000000368063C96
TOP;0.00;30.00;5.00;MotoScooter;7.50;4.00;48H;null;185;0x0000000368063C99
TOP;0.00;30.00;4.00;MotoScooter;0.00;0.00;72H;null;186;0x0000000368063C9A
TOP;0.00;223.00;30.00;Autocarro;13.00;7.00;24H;null;187;0x0000000368063C91
TOP;0.00;223.00;20.00;Autocarro;13.00;7.00;48H;null;188;0x00000001C1AD1F4A
TOP;0.00;223.00;10.00;Autocarro;0.00;0.00;72H;null;189;0x00000001C1AD1F4B
TOP;30.01;40.00;5.00;Vettura;4.70;3.00;24H;null;190;0x0000000368063CAE
TOP;30.01;40.00;5.00;Vettura;4.70;3.00;48H;null;191;0x0000000368063CB1
TOP;30.01;40.00;5.00;Vettura;0.00;0.00;72H;null;192;0x0000000368063CB4
TOP;30.01;40.00;5.00;MotoScooter;7.50;4.00;24H;null;193;0x0000000368063CA4
TOP;30.01;40.00;5.00;MotoScooter;7.50;4.00;48H;null;194;0x0000000368063CA5
TOP;30.01;40.00;5.00;MotoScooter;0.00;0.00;72H;null;195;0x0000000368063CA6
TOP;40.01;50.00;6.00;Vettura;4.70;3.00;24H;null;196;0x0000000368063CC6
TOP;40.01;50.00;6.00;Vettura;4.70;3.00;48H;null;197;0x0000000368063CC9
TOP;40.01;50.00;6.00;Vettura;0.00;0.00;72H;null;198;0x0000000368063CCC
TOP;40.01;50.00;6.00;MotoScooter;7.50;4.00;24H;null;199;0x0000000368063CBA
TOP;40.01;50.00;6.00;MotoScooter;7.50;4.00;48H;null;200;0x0000000368063CBD
TOP;40.01;50.00;6.00;MotoScooter;0.00;0.00;72H;null;201;0x0000000368063CC0
TOP;50.01;60.00;6.00;Vettura;4.70;3.00;24H;null;202;0x00000001FEB3543B
TOP;50.01;60.00;6.00;Vettura;4.70;3.00;48H;null;203;0x00000001FEB3543C
TOP;50.01;60.00;6.00;Vettura;0.00;0.00;72H;null;204;0x00000001D198AAF4
TOP;50.01;60.00;6.00;MotoScooter;7.50;4.00;24H;null;205;0x000000020DF4F0E6
TOP;50.01;60.00;6.00;MotoScooter;7.50;4.00;48H;null;206;0x000000020DF4F0E7
TOP;50.01;60.00;6.00;MotoScooter;0.00;0.00;72H;null;207;0x000000020DF4F0E8
TOP;60.01;75.00;7.50;Vettura;4.70;3.00;24H;null;208;0x000000027275B239
TOP;60.01;75.00;7.50;Vettura;4.70;3.00;48H;null;209;0x000000027275B23A
TOP;60.01;75.00;7.50;Vettura;0.00;0.00;72H;null;210;0x000000027275B23B
TOP;60.01;75.00;7.00;MotoScooter;7.50;4.00;24H;null;211;0x000000025EF3FB11
TOP;60.01;75.00;7.00;MotoScooter;7.50;4.00;48H;null;212;0x000000025EF3FB12
TOP;60.01;75.00;7.00;MotoScooter;0.00;0.00;72H;null;213;0x000000025EF3FB13
TOP;75.01;90.00;9.00;Vettura;4.70;3.00;24H;null;214;0x00000001FEB3543F
TOP;75.01;90.00;9.00;Vettura;4.70;3.00;48H;null;215;0x00000001FEB35440
TOP;75.01;90.00;9.00;Vettura;0.00;0.00;72H;null;216;0x00000001DF7636D3
TOP;75.01;90.00;8.00;MotoScooter;7.50;4.00;24H;null;217;0x000000020DF4F106
TOP;75.01;90.00;8.00;MotoScooter;7.50;4.00;48H;null;218;0x000000020DF4F107
TOP;75.01;90.00;8.00;MotoScooter;0.00;0.00;72H;null;219;0x000000020DF4F108
TOP;90.01;110.00;11.00;Vettura;4.70;3.00;24H;null;220;0x00000001FEB35441
TOP;90.01;110.00;11.00;Vettura;4.70;3.00;48H;null;221;0x00000001FEB35442
TOP;90.01;110.00;11.00;Vettura;0.00;0.00;72H;null;222;0x00000001DF7636D5
TOP;90.01;110.00;10.00;MotoScooter;7.50;4.00;24H;null;223;0x000000020DF4F119
TOP;90.01;110.00;10.00;MotoScooter;7.50;4.00;48H;null;224;0x000000020DF4F11A
TOP;90.01;110.00;10.00;MotoScooter;0.00;0.00;72H;null;225;0x000000020DF4F11B
TOP;110.01;130.00;12.00;Vettura;4.70;3.00;24H;null;226;0x00000001FEB35443
TOP;110.01;130.00;12.00;Vettura;4.70;3.00;48H;null;227;0x00000001FEB35444
TOP;110.01;130.00;12.00;Vettura;0.00;0.00;72H;null;228;0x00000001DF7636D8
TOP;110.01;130.00;11.00;MotoScooter;7.50;4.00;24H;null;229;0x000000020DF4F130
TOP;110.01;130.00;11.00;MotoScooter;7.50;4.00;48H;null;230;0x000000020DF4F131
TOP;110.01;130.00;11.00;MotoScooter;0.00;0.00;72H;null;231;0x000000020DF4F132
TOP;130.01;160.00;14.00;Vettura;4.70;3.00;24H;null;232;0x00000001FEB35445
TOP;130.01;160.00;14.00;Vettura;4.70;3.00;48H;null;233;0x00000001FEB35446
TOP;130.01;160.00;14.00;Vettura;0.00;0.00;72H;null;234;0x00000001DF7636DC
TOP;130.01;160.00;11.00;MotoScooter;7.50;4.00;24H;null;235;0x000000020DF4F135
TOP;130.01;160.00;11.00;MotoScooter;7.50;4.00;48H;null;236;0x000000020DF4F136
TOP;130.01;160.00;11.00;MotoScooter;0.00;0.00;72H;null;237;0x000000020DF4F137
TOP;160.01;190.00;16.00;Vettura;4.70;3.00;24H;null;238;0x00000001FEB35447
TOP;160.01;190.00;16.00;Vettura;4.70;3.00;48H;null;239;0x00000001FEB35448
TOP;160.01;190.00;16.00;Vettura;0.00;0.00;72H;null;240;0x00000001DF7636DF
TOP;160.01;190.00;11.00;MotoScooter;7.50;4.00;24H;null;241;0x000000020DF4F141
TOP;160.01;190.00;11.00;MotoScooter;7.50;4.00;48H;null;242;0x000000020DF4F142
TOP;160.01;190.00;11.00;MotoScooter;0.00;0.00;72H;null;243;0x000000020DF4F143
TOP;190.01;230.00;17.00;Vettura;4.70;3.00;24H;null;244;0x00000001FEB35449
TOP;190.01;230.00;17.00;Vettura;4.70;3.00;48H;null;245;0x00000001FEB3544A
TOP;190.01;230.00;17.00;Vettura;0.00;0.00;72H;null;246;0x00000001DF7636E2
TOP;190.01;230.00;11.00;MotoScooter;7.50;4.00;24H;null;247;0x00000001C1AD1F85
TOP;190.01;230.00;11.00;MotoScooter;7.50;4.00;48H;null;248;0x00000001C1AD1F86
TOP;190.01;230.00;11.00;MotoScooter;0.00;0.00;72H;null;249;0x00000001C1AD1F87
TOP;224.00;260.00;40.00;Autocarro;13.00;7.00;24H;null;250;0x00000001CA94E48F
TOP;224.00;260.00;40.00;Autocarro;13.00;7.00;48H;null;251;0x00000001CEC64AEE
TOP;224.00;260.00;20.00;Autocarro;0.00;0.00;72H;null;252;0x000000020DF4F158
TOP;230.01;270.00;18.00;Vettura;4.70;3.00;24H;null;253;0x00000001FEB3544B
TOP;230.01;270.00;18.00;Vettura;4.70;3.00;48H;null;254;0x00000001FEB3544C
TOP;230.01;270.00;18.00;Vettura;0.00;0.00;72H;null;255;0x00000001DF7636E5
TOP;230.01;270.00;11.00;MotoScooter;7.50;4.00;24H;null;256;0x00000001C1AD1F8E
TOP;230.01;270.00;11.00;MotoScooter;7.50;4.00;48H;null;257;0x00000001C1AD1F8F
TOP;230.01;270.00;11.00;MotoScooter;0.00;0.00;72H;null;258;0x00000001C1AD1F90
TOP;270.01;300.00;20.00;Vettura;4.70;3.00;24H;null;259;0x000000020DF4F169
TOP;270.01;300.00;20.00;Vettura;4.70;3.00;48H;null;260;0x000000020DF4F16A
TOP;270.01;300.00;20.00;Vettura;0.00;0.00;72H;null;261;0x000000020DF4F16B
TOP;270.01;300.00;11.00;MotoScooter;7.50;4.00;24H;null;262;0x00000001C1AD1F94
TOP;270.01;300.00;11.00;MotoScooter;7.50;4.00;48H;null;263;0x00000001C1AD1F95
TOP;270.01;300.00;11.00;MotoScooter;0.00;0.00;72H;null;264;0x00000001C1AD1F96
TOP;300.01;9999.00;22.00;Vettura;4.70;3.00;24H;null;265;0x00000001FEB3544F
TOP;300.01;9999.00;22.00;Vettura;4.70;3.00;48H;null;266;0x00000001FEB35450
TOP;300.01;9999.00;22.00;Vettura;0.00;0.00;72H;null;267;0x000000020DF4F163
TOP;300.01;9999.00;11.00;MotoScooter;7.50;4.00;24H;null;268;0x00000001C1AD1F9A
TOP;300.01;9999.00;11.00;MotoScooter;7.50;4.00;48H;null;269;0x00000001C1AD1F9B
TOP;300.01;9999.00;11.00;MotoScooter;0.00;0.00;72H;null;270;0x00000001C1AD1F9C
BASE;0.00;30.00;6.00;Vettura;4.70;3.00;72H_CST;null;271;0x000000036E3667B2
BASE;0.00;30.00;5.00;MotoScooter;7.50;4.00;72H_CST;null;272;0x000000020DF4F0C9
BASE;0.00;223.00;25.00;Autocarro;13.00;7.00;72H_CST;null;273;0x000000020A06E02F
BASE;30.01;40.00;8.00;Vettura;4.70;3.00;72H_CST;null;274;0x000000036E366E8C
BASE;30.01;40.00;7.00;MotoScooter;7.50;4.00;72H_CST;null;275;0x0000000368063CA8
BASE;40.01;50.00;9.00;Vettura;4.70;3.00;72H_CST;null;276;0x000000036E366E90
BASE;40.01;50.00;8.00;MotoScooter;7.50;4.00;72H_CST;null;277;0x0000000368063CC1
BASE;50.01;60.00;10.00;Vettura;4.70;3.00;72H_CST;null;278;0x000000036E366E94
BASE;50.01;60.00;9.00;MotoScooter;7.50;4.00;72H_CST;null;279;0x000000020DF4F0EE
BASE;60.01;75.00;12.00;Vettura;4.70;3.00;72H_CST;null;280;0x000000036E366E98
BASE;60.01;75.00;10.00;MotoScooter;7.50;4.00;72H_CST;null;281;0x000000020DF4F0FC
BASE;75.01;90.00;14.00;Vettura;4.70;3.00;72H_CST;null;282;0x000000036E366E9C
BASE;75.01;90.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;283;0x000000020DF4F118
BASE;90.01;110.00;16.00;Vettura;4.70;3.00;72H_CST;null;284;0x000000036E366EA1
BASE;90.01;110.00;12.00;MotoScooter;7.50;4.00;72H_CST;null;285;0x000000020DF4F11D
BASE;110.01;130.00;18.00;Vettura;4.70;3.00;72H_CST;null;286;0x000000036E366EC8
BASE;110.01;130.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;287;0x000000020DF4F12B
BASE;130.01;160.00;21.00;Vettura;4.70;3.00;72H_CST;null;288;0x000000036E366EEF
BASE;130.01;160.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;289;0x000000020DF4F139
BASE;160.01;190.00;24.00;Vettura;4.70;3.00;72H_CST;null;290;0x000000036E366EF3
BASE;160.01;190.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;291;0x000000020DF4F148
BASE;190.01;230.00;26.00;Vettura;4.70;3.00;72H_CST;null;292;0x000000036E366EF7
BASE;190.01;230.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;293;0x000000020DF4F152
BASE;224.00;260.00;40.00;Autocarro;13.00;7.00;72H_CST;null;294;0x000000020A06E044
BASE;230.01;270.00;30.00;Vettura;4.70;3.00;72H_CST;null;295;0x000000036E366EFB
BASE;230.01;270.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;296;0x000000020DF4F157
BASE;270.01;300.00;32.00;Vettura;4.70;3.00;72H_CST;null;297;0x000000036E366EFF
BASE;270.01;300.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;298;0x000000020DF4F15D
BASE;300.01;9999.00;34.00;Vettura;4.70;3.00;72H_CST;null;299;0x000000036E4907E1
BASE;300.01;9999.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;300;0x000000020DF4F162
STD;0.00;30.00;7.00;Vettura;4.70;3.00;72H_CST;null;301;0x000000020A06E04B
STD;0.00;30.00;7.00;MotoScooter;7.50;4.00;72H_CST;null;302;0x000000020DF4F0CF
STD;0.00;223.00;30.00;Autocarro;13.00;7.00;72H_CST;null;303;0x000000020A06E04D
STD;30.01;40.00;9.00;Vettura;4.70;3.00;72H_CST;null;304;0x0000000368063CB6
STD;30.01;40.00;8.00;MotoScooter;7.50;4.00;72H_CST;null;305;0x000000020DF4F0DB
STD;40.01;50.00;10.00;Vettura;4.70;3.00;72H_CST;null;306;0x0000000368063CCE
STD;40.01;50.00;10.00;MotoScooter;7.50;4.00;72H_CST;null;307;0x0000000368063CC2
STD;50.01;60.00;12.00;Vettura;4.70;3.00;72H_CST;null;308;0x000000020A06E052
STD;50.01;60.00;12.00;MotoScooter;7.50;4.00;72H_CST;null;309;0x000000020DF4F0F0
STD;60.01;75.00;14.50;Vettura;4.70;3.00;72H_CST;null;310;0x000000020A06E054
STD;60.01;75.00;12.00;MotoScooter;7.50;4.00;72H_CST;null;311;0x000000020DF4F122
STD;75.01;90.00;16.50;Vettura;4.70;3.00;72H_CST;null;312;0x000000020A06E056
STD;75.01;90.00;13.00;MotoScooter;7.50;4.00;72H_CST;null;313;0x000000020DF4F121
STD;90.01;110.00;18.50;Vettura;4.70;3.00;72H_CST;null;314;0x000000020A06E058
STD;90.01;110.00;14.00;MotoScooter;7.50;4.00;72H_CST;null;315;0x000000020DF4F129
STD;110.01;130.00;21.00;Vettura;4.70;3.00;72H_CST;null;316;0x000000020A06E05A
STD;110.01;130.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;317;0x000000020DF4F12F
STD;130.01;160.00;25.00;Vettura;4.70;3.00;72H_CST;null;318;0x000000020A06E05C
STD;130.01;160.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;319;0x000000020DF4F140
STD;160.01;190.00;28.00;Vettura;4.70;3.00;72H_CST;null;320;0x000000020A06E05E
STD;160.01;190.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;321;0x000000020DF4F149
STD;190.01;230.00;31.00;Vettura;4.70;3.00;72H_CST;null;322;0x000000020A06E060
STD;190.01;230.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;323;0x000000020A06E061
STD;224.00;260.00;50.00;Autocarro;13.00;7.00;72H_CST;null;324;0x000000020A06E062
STD;230.01;270.00;33.00;Vettura;4.70;3.00;72H_CST;null;325;0x000000020A06E063
STD;230.01;270.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;326;0x000000020A06E064
STD;270.01;300.00;35.00;Vettura;4.70;3.00;72H_CST;null;327;0x000000020A06E065
STD;270.01;300.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;328;0x000000020A06E066
STD;300.01;9999.00;40.00;Vettura;4.70;3.00;72H_CST;null;329;0x000000020DF4F167
STD;300.01;9999.00;15.00;MotoScooter;7.50;4.00;72H_CST;null;330;0x000000020A06E068
TOP;0.00;30.00;4.00;Vettura;4.70;3.00;72H_CST;null;331;0x0000000368063CA3
TOP;0.00;30.00;4.00;MotoScooter;7.50;4.00;72H_CST;null;332;0x0000000368063C9B
TOP;0.00;223.00;20.00;Autocarro;13.00;7.00;72H_CST;null;333;0x000000020A06E06B
TOP;30.01;40.00;5.00;Vettura;4.70;3.00;72H_CST;null;334;0x0000000368063CB7
TOP;30.01;40.00;5.00;MotoScooter;7.50;4.00;72H_CST;null;335;0x0000000368063CA7
TOP;40.01;50.00;6.00;Vettura;4.70;3.00;72H_CST;null;336;0x0000000368063CCF
TOP;40.01;50.00;6.00;MotoScooter;7.50;4.00;72H_CST;null;337;0x0000000368063CC3
TOP;50.01;60.00;6.00;Vettura;4.70;3.00;72H_CST;null;338;0x000000020A06E070
TOP;50.01;60.00;6.00;MotoScooter;7.50;4.00;72H_CST;null;339;0x000000020DF4F0E9
TOP;60.01;75.00;7.50;Vettura;4.70;3.00;72H_CST;null;340;0x000000027275B23C
TOP;60.01;75.00;7.00;MotoScooter;7.50;4.00;72H_CST;null;341;0x000000025EF3FB14
TOP;75.01;90.00;9.00;Vettura;4.70;3.00;72H_CST;null;342;0x000000020A06E074
TOP;75.01;90.00;8.00;MotoScooter;7.50;4.00;72H_CST;null;343;0x000000020DF4F109
TOP;90.01;110.00;11.00;Vettura;4.70;3.00;72H_CST;null;344;0x000000020A06E076
TOP;90.01;110.00;10.00;MotoScooter;7.50;4.00;72H_CST;null;345;0x000000020DF4F11C
TOP;110.01;130.00;12.00;Vettura;4.70;3.00;72H_CST;null;346;0x000000020A06E078
TOP;110.01;130.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;347;0x000000020DF4F133
TOP;130.01;160.00;14.00;Vettura;4.70;3.00;72H_CST;null;348;0x000000020A06E07A
TOP;130.01;160.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;349;0x000000020DF4F138
TOP;160.01;190.00;16.00;Vettura;4.70;3.00;72H_CST;null;350;0x000000020A06E07C
TOP;160.01;190.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;351;0x000000020DF4F144
TOP;190.01;230.00;17.00;Vettura;4.70;3.00;72H_CST;null;352;0x000000020A06E07E
TOP;190.01;230.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;353;0x000000020A06E07F
TOP;224.00;260.00;40.00;Autocarro;13.00;7.00;72H_CST;null;354;0x000000020A06E080
TOP;230.01;270.00;18.00;Vettura;4.70;3.00;72H_CST;null;355;0x000000020A06E081
TOP;230.01;270.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;356;0x000000020A06E082
TOP;270.01;300.00;20.00;Vettura;4.70;3.00;72H_CST;null;357;0x000000020DF4F16C
TOP;270.01;300.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;358;0x000000020A06E084
TOP;300.01;9999.00;22.00;Vettura;4.70;3.00;72H_CST;null;359;0x000000020A06E085
TOP;300.01;9999.00;11.00;MotoScooter;7.50;4.00;72H_CST;null;360;0x000000020A06E086
